,wlobscd,ymdhm,wl,fw,links
0,1018610,201707312350,2.65,2294.04,[]
1,1018610,201707312340,2.65,2294.04,[]
2,1018610,201707312330,2.65,2294.04,[]
3,1018610,201707312320,2.65,2294.04,[]
4,1018610,201707312310,2.66,2311.21,[]
5,1018610,201707312300,2.66,2311.21,[]
6,1018610,201707312250,2.68,2345.69,[]
7,1018610,201707312240,2.69,2363.00,[]
8,1018610,201707312230,2.72,2415.24,[]
9,1018610,201707312220,2.76,2485.58,[]
10,1018610,201707312210,2.85,2646.67,[]
11,1018610,201707312200,2.87,2682.99,[]
12,1018610,201707312150,2.87,2682.99,[]
13,1018610,201707312140,2.86,2664.81,[]
14,1018610,201707312130,2.86,2664.81,[]
15,1018610,201707312120,2.86,2664.81,[]
16,1018610,201707312110,2.86,2664.81,[]
17,1018610,201707312100,2.86,2664.81,[]
18,1018610,201707312050,2.85,2646.67,[]
19,1018610,201707312040,2.85,2646.67,[]
20,1018610,201707312030,2.84,2628.57,[]
21,1018610,201707312020,2.84,2628.57,[]
22,1018610,201707312010,2.83,2610.53,[]
23,1018610,201707312000,2.83,2610.53,[]
24,1018610,201707311950,2.81,2574.59,[]
25,1018610,201707311940,2.78,2521.04,[]
26,1018610,201707311930,2.73,2432.75,[]
27,1018610,201707311920,2.65,2294.04,[]
28,1018610,201707311910,2.47,1972.90,[]
29,1018610,201707311900,2.45,1937.88,[]
30,1018610,201707311850,2.44,1920.46,[]
31,1018610,201707311840,2.43,1903.09,[]
32,1018610,201707311830,2.42,1885.79,[]
33,1018610,201707311820,2.39,1834.22,[]
34,1018610,201707311810,2.36,1783.18,[]
35,1018610,201707311800,2.29,1666.17,[]
36,1018610,201707311750,2.17,1472.50,[]
37,1018610,201707311740,1.96,1155.36,[]
38,1018610,201707311730,1.91,1084.10,[]
39,1018610,201707311720,1.89,1056.07,[]
40,1018610,201707311710,1.89,1056.07,[]
41,1018610,201707311700,1.89,1056.07,[]
42,1018610,201707311650,1.89,1056.07,[]
43,1018610,201707311640,1.89,1056.07,[]
44,1018610,201707311630,1.89,1056.07,[]
45,1018610,201707311620,1.89,1056.07,[]
46,1018610,201707311610,1.89,1056.07,[]
47,1018610,201707311600,1.90,1070.05,[]
48,1018610,201707311550,1.90,1070.05,[]
49,1018610,201707311540,1.90,1070.05,[]
50,1018610,201707311530,1.91,1084.10,[]
51,1018610,201707311520,1.92,1098.22,[]
52,1018610,201707311510,1.93,1112.40,[]
53,1018610,201707311500,1.95,1140.98,[]
54,1018610,201707311450,1.98,1184.33,[]
55,1018610,201707311440,2.00,1213.57,[]
56,1018610,201707311430,2.01,1228.28,[]
57,1018610,201707311420,2.03,1257.91,[]
58,1018610,201707311410,2.05,1287.80,[]
59,1018610,201707311400,2.07,1317.95,[]
60,1018610,201707311350,2.10,1363.65,[]
61,1018610,201707311340,2.15,1441.08,[]
62,1018610,201707311330,2.15,1441.08,[]
63,1018610,201707311320,2.14,1425.47,[]
64,1018610,201707311310,2.14,1425.47,[]
65,1018610,201707311300,2.14,1425.47,[]
66,1018610,201707311250,2.14,1425.47,[]
67,1018610,201707311240,2.14,1425.47,[]
68,1018610,201707311230,2.14,1425.47,[]
69,1018610,201707311220,2.14,1425.47,[]
70,1018610,201707311210,2.14,1425.47,[]
71,1018610,201707311200,2.13,1409.92,[]
72,1018610,201707311150,2.13,1409.92,[]
73,1018610,201707311140,2.13,1409.92,[]
74,1018610,201707311130,2.12,1394.43,[]
75,1018610,201707311120,2.10,1363.65,[]
76,1018610,201707311110,2.09,1348.35,[]
77,1018610,201707311100,2.09,1348.35,[]
78,1018610,201707311050,2.08,1333.11,[]
79,1018610,201707311040,2.08,1333.11,[]
80,1018610,201707311030,2.06,1302.84,[]
81,1018610,201707311020,2.05,1287.80,[]
82,1018610,201707311010,2.02,1243.07,[]
83,1018610,201707311000,2.01,1228.28,[]
84,1018610,201707310950,2.01,1228.28,[]
85,1018610,201707310940,1.98,1184.33,[]
86,1018610,201707310930,1.96,1155.36,[]
87,1018610,201707310920,1.95,1140.98,[]
88,1018610,201707310910,1.94,1126.66,[]
89,1018610,201707310900,1.93,1112.40,[]
90,1018610,201707310850,1.92,1098.22,[]
91,1018610,201707310840,1.89,1056.07,[]
92,1018610,201707310830,1.88,1042.15,[]
93,1018610,201707310820,1.87,1028.31,[]
94,1018610,201707310810,1.87,1028.31,[]
95,1018610,201707310800,1.87,1028.31,[]
96,1018610,201707310750,1.87,1028.31,[]
97,1018610,201707310740,1.87,1028.31,[]
98,1018610,201707310730,1.87,1028.31,[]
99,1018610,201707310720,1.87,1028.31,[]
100,1018610,201707310710,1.87,1028.31,[]
101,1018610,201707310700,1.87,1028.31,[]
102,1018610,201707310650,1.87,1028.31,[]
103,1018610,201707310640,1.87,1028.31,[]
104,1018610,201707310630,1.87,1028.31,[]
105,1018610,201707310620,1.87,1028.31,[]
106,1018610,201707310610,1.87,1028.31,[]
107,1018610,201707310600,1.87,1028.31,[]
108,1018610,201707310550,1.87,1028.31,[]
109,1018610,201707310540,1.87,1028.31,[]
110,1018610,201707310530,1.87,1028.31,[]
111,1018610,201707310520,1.87,1028.31,[]
112,1018610,201707310510,1.87,1028.31,[]
113,1018610,201707310500,1.87,1028.31,[]
114,1018610,201707310450,1.87,1028.31,[]
115,1018610,201707310440,1.87,1028.31,[]
116,1018610,201707310430,1.87,1028.31,[]
117,1018610,201707310420,1.87,1028.31,[]
118,1018610,201707310410,1.87,1028.31,[]
119,1018610,201707310400,1.87,1028.31,[]
120,1018610,201707310350,1.87,1028.31,[]
121,1018610,201707310340,1.87,1028.31,[]
122,1018610,201707310330,1.87,1028.31,[]
123,1018610,201707310320,1.87,1028.31,[]
124,1018610,201707310310,1.87,1028.31,[]
125,1018610,201707310300,1.87,1028.31,[]
126,1018610,201707310250,1.87,1028.31,[]
127,1018610,201707310240,1.87,1028.31,[]
128,1018610,201707310230,1.87,1028.31,[]
129,1018610,201707310220,1.87,1028.31,[]
130,1018610,201707310210,1.87,1028.31,[]
131,1018610,201707310200,1.87,1028.31,[]
132,1018610,201707310150,1.87,1028.31,[]
133,1018610,201707310140,1.87,1028.31,[]
134,1018610,201707310130,1.87,1028.31,[]
135,1018610,201707310120,1.87,1028.31,[]
136,1018610,201707310110,1.87,1028.31,[]
137,1018610,201707310100,1.87,1028.31,[]
138,1018610,201707310050,1.87,1028.31,[]
139,1018610,201707310040,1.87,1028.31,[]
140,1018610,201707310030,1.87,1028.31,[]
141,1018610,201707310020,1.87,1028.31,[]
142,1018610,201707310010,1.87,1028.31,[]
143,1018610,201707310000,1.87,1028.31,[]
144,1018610,201707302350,1.87,1028.31,[]
145,1018610,201707302340,1.87,1028.31,[]
146,1018610,201707302330,1.87,1028.31,[]
147,1018610,201707302320,1.87,1028.31,[]
148,1018610,201707302310,1.87,1028.31,[]
149,1018610,201707302300,1.86,1014.53,[]
150,1018610,201707302250,1.86,1014.53,[]
151,1018610,201707302240,1.86,1014.53,[]
152,1018610,201707302230,1.86,1014.53,[]
153,1018610,201707302220,1.86,1014.53,[]
154,1018610,201707302210,1.86,1014.53,[]
155,1018610,201707302200,1.85,1000.82,[]
156,1018610,201707302150,1.85,1000.82,[]
157,1018610,201707302140,1.85,1000.82,[]
158,1018610,201707302130,1.84,987.18,[]
159,1018610,201707302120,1.84,987.18,[]
160,1018610,201707302110,1.83,973.61,[]
161,1018610,201707302100,1.82,960.10,[]
162,1018610,201707302050,1.80,933.31,[]
163,1018610,201707302040,1.77,893.65,[]
164,1018610,201707302030,1.72,828.96,[]
165,1018610,201707302020,1.65,741.46,[]
166,1018610,201707302010,1.56,634.35,[]
167,1018610,201707302000,1.56,634.35,[]
168,1018610,201707301950,1.56,634.35,[]
169,1018610,201707301940,1.56,634.35,[]
170,1018610,201707301930,1.56,634.35,[]
171,1018610,201707301920,1.56,634.35,[]
172,1018610,201707301910,1.56,634.35,[]
173,1018610,201707301900,1.56,634.35,[]
174,1018610,201707301850,1.56,634.35,[]
175,1018610,201707301840,1.56,634.35,[]
176,1018610,201707301830,1.56,634.35,[]
177,1018610,201707301820,1.55,622.83,[]
178,1018610,201707301810,1.55,622.83,[]
179,1018610,201707301800,1.55,622.83,[]
180,1018610,201707301750,1.54,611.39,[]
181,1018610,201707301740,1.53,600.03,[]
182,1018610,201707301730,1.52,588.75,[]
183,1018610,201707301720,1.51,577.54,[]
184,1018610,201707301710,1.48,544.41,[]
185,1018610,201707301700,1.45,512.01,[]
186,1018610,201707301650,1.44,501.37,[]
187,1018610,201707301640,1.44,501.37,[]
188,1018610,201707301630,1.44,501.37,[]
189,1018610,201707301620,1.43,490.82,[]
190,1018610,201707301610,1.43,490.82,[]
191,1018610,201707301600,1.42,480.35,[]
192,1018610,201707301550,1.42,480.35,[]
193,1018610,201707301540,1.42,480.35,[]
194,1018610,201707301530,1.42,480.35,[]
195,1018610,201707301520,1.42,480.35,[]
196,1018610,201707301510,1.42,480.35,[]
197,1018610,201707301500,1.42,480.35,[]
198,1018610,201707301450,1.42,480.35,[]
199,1018610,201707301440,1.43,490.82,[]
200,1018610,201707301430,1.43,490.82,[]
201,1018610,201707301420,1.44,501.37,[]
202,1018610,201707301410,1.44,501.37,[]
203,1018610,201707301400,1.45,512.01,[]
204,1018610,201707301350,1.46,522.73,[]
205,1018610,201707301340,1.47,533.53,[]
206,1018610,201707301330,1.48,544.41,[]
207,1018610,201707301320,1.50,566.42,[]
208,1018610,201707301310,1.53,600.03,[]
209,1018610,201707301300,1.57,645.94,[]
210,1018610,201707301250,1.62,705.07,[]
211,1018610,201707301240,1.66,753.74,[]
212,1018610,201707301230,1.70,803.60,[]
213,1018610,201707301220,1.76,880.57,[]
214,1018610,201707301210,1.84,987.18,[]
215,1018610,201707301200,1.85,1000.82,[]
216,1018610,201707301150,1.86,1014.53,[]
217,1018610,201707301140,1.86,1014.53,[]
218,1018610,201707301130,1.86,1014.53,[]
219,1018610,201707301120,1.86,1014.53,[]
220,1018610,201707301110,1.87,1028.31,[]
221,1018610,201707301100,1.88,1042.15,[]
222,1018610,201707301050,1.89,1056.07,[]
223,1018610,201707301040,1.89,1056.07,[]
224,1018610,201707301030,1.90,1070.05,[]
225,1018610,201707301020,1.90,1070.05,[]
226,1018610,201707301010,1.90,1070.05,[]
227,1018610,201707301000,1.90,1070.05,[]
228,1018610,201707300950,1.91,1084.10,[]
229,1018610,201707300940,1.91,1084.10,[]
230,1018610,201707300930,1.93,1112.40,[]
231,1018610,201707300920,1.95,1140.98,[]
232,1018610,201707300910,1.98,1184.33,[]
233,1018610,201707300900,2.02,1243.07,[]
234,1018610,201707300850,2.08,1333.11,[]
235,1018610,201707300840,2.20,1520.08,[]
236,1018610,201707300830,2.21,1536.07,[]
237,1018610,201707300820,2.21,1536.07,[]
238,1018610,201707300810,2.21,1536.07,[]
239,1018610,201707300800,2.21,1536.07,[]
240,1018610,201707300750,2.21,1536.07,[]
241,1018610,201707300740,2.21,1536.07,[]
242,1018610,201707300730,2.21,1536.07,[]
243,1018610,201707300720,2.21,1536.07,[]
244,1018610,201707300710,2.21,1536.07,[]
245,1018610,201707300700,2.21,1536.07,[]
246,1018610,201707300650,2.21,1536.07,[]
247,1018610,201707300640,2.21,1536.07,[]
248,1018610,201707300630,2.21,1536.07,[]
249,1018610,201707300620,2.21,1536.07,[]
250,1018610,201707300610,2.21,1536.07,[]
251,1018610,201707300600,2.21,1536.07,[]
252,1018610,201707300550,2.21,1536.07,[]
253,1018610,201707300540,2.21,1536.07,[]
254,1018610,201707300530,2.21,1536.07,[]
255,1018610,201707300520,2.21,1536.07,[]
256,1018610,201707300510,2.21,1536.07,[]
257,1018610,201707300500,2.21,1536.07,[]
258,1018610,201707300450,2.21,1536.07,[]
259,1018610,201707300440,2.21,1536.07,[]
260,1018610,201707300430,2.21,1536.07,[]
261,1018610,201707300420,2.21,1536.07,[]
262,1018610,201707300410,2.21,1536.07,[]
263,1018610,201707300400,2.21,1536.07,[]
264,1018610,201707300350,2.21,1536.07,[]
265,1018610,201707300340,2.21,1536.07,[]
266,1018610,201707300330,2.21,1536.07,[]
267,1018610,201707300320,2.21,1536.07,[]
268,1018610,201707300310,2.21,1536.07,[]
269,1018610,201707300300,2.21,1536.07,[]
270,1018610,201707300250,2.21,1536.07,[]
271,1018610,201707300240,2.21,1536.07,[]
272,1018610,201707300230,2.21,1536.07,[]
273,1018610,201707300220,2.21,1536.07,[]
274,1018610,201707300210,2.21,1536.07,[]
275,1018610,201707300200,2.21,1536.07,[]
276,1018610,201707300150,2.21,1536.07,[]
277,1018610,201707300140,2.21,1536.07,[]
278,1018610,201707300130,2.21,1536.07,[]
279,1018610,201707300120,2.21,1536.07,[]
280,1018610,201707300110,2.21,1536.07,[]
281,1018610,201707300100,2.21,1536.07,[]
282,1018610,201707300050,2.21,1536.07,[]
283,1018610,201707300040,2.21,1536.07,[]
284,1018610,201707300030,2.21,1536.07,[]
285,1018610,201707300020,2.21,1536.07,[]
286,1018610,201707300010,2.21,1536.07,[]
287,1018610,201707300000,2.21,1536.07,[]
288,1018610,201707292350,2.21,1536.07,[]
289,1018610,201707292340,2.21,1536.07,[]
290,1018610,201707292330,2.21,1536.07,[]
291,1018610,201707292320,2.21,1536.07,[]
292,1018610,201707292310,2.21,1536.07,[]
293,1018610,201707292300,2.21,1536.07,[]
294,1018610,201707292250,2.21,1536.07,[]
295,1018610,201707292240,2.21,1536.07,[]
296,1018610,201707292230,2.21,1536.07,[]
297,1018610,201707292220,2.21,1536.07,[]
298,1018610,201707292210,2.21,1536.07,[]
299,1018610,201707292200,2.21,1536.07,[]
300,1018610,201707292150,2.21,1536.07,[]
301,1018610,201707292140,2.21,1536.07,[]
302,1018610,201707292130,2.21,1536.07,[]
303,1018610,201707292120,2.21,1536.07,[]
304,1018610,201707292110,2.21,1536.07,[]
305,1018610,201707292100,2.21,1536.07,[]
306,1018610,201707292050,2.21,1536.07,[]
307,1018610,201707292040,2.21,1536.07,[]
308,1018610,201707292030,2.21,1536.07,[]
309,1018610,201707292020,2.21,1536.07,[]
310,1018610,201707292010,2.21,1536.07,[]
311,1018610,201707292000,2.21,1536.07,[]
312,1018610,201707291950,2.21,1536.07,[]
313,1018610,201707291940,2.21,1536.07,[]
314,1018610,201707291930,2.21,1536.07,[]
315,1018610,201707291920,2.21,1536.07,[]
316,1018610,201707291910,2.21,1536.07,[]
317,1018610,201707291900,2.21,1536.07,[]
318,1018610,201707291850,2.21,1536.07,[]
319,1018610,201707291840,2.20,1520.08,[]
320,1018610,201707291830,2.20,1520.08,[]
321,1018610,201707291820,2.20,1520.08,[]
322,1018610,201707291810,2.19,1504.16,[]
323,1018610,201707291800,2.19,1504.16,[]
324,1018610,201707291750,2.18,1488.30,[]
325,1018610,201707291740,2.17,1472.50,[]
326,1018610,201707291730,2.15,1441.08,[]
327,1018610,201707291720,2.13,1409.92,[]
328,1018610,201707291710,2.09,1348.35,[]
329,1018610,201707291700,2.02,1243.07,[]
330,1018610,201707291650,1.90,1070.05,[]
331,1018610,201707291640,1.77,893.65,[]
