,wlobscd,ymdhm,wl,fw,links
0,1018610,201306302350,1.08,177.84,[]
1,1018610,201306302340,1.09,185.12,[]
2,1018610,201306302330,1.09,185.12,[]
3,1018610,201306302320,1.09,185.12,[]
4,1018610,201306302310,1.10,192.51,[]
5,1018610,201306302300,1.10,192.51,[]
6,1018610,201306302250,1.11,200.00,[]
7,1018610,201306302240,1.11,200.00,[]
8,1018610,201306302230,1.13,215.31,[]
9,1018610,201306302220,1.14,223.12,[]
10,1018610,201306302210,1.15,231.03,[]
11,1018610,201306302200,1.18,255.36,[]
12,1018610,201306302150,1.21,280.58,[]
13,1018610,201306302140,1.24,306.66,[]
14,1018610,201306302130,1.29,352.01,[]
15,1018610,201306302120,1.34,399.63,[]
16,1018610,201306302110,1.40,459.66,[]
17,1018610,201306302100,1.48,544.41,[]
18,1018610,201306302050,1.53,600.03,[]
19,1018610,201306302040,1.53,600.03,[]
20,1018610,201306302030,1.52,588.75,[]
21,1018610,201306302020,1.52,588.75,[]
22,1018610,201306302010,1.52,588.75,[]
23,1018610,201306302000,1.52,588.75,[]
24,1018610,201306301950,1.52,588.75,[]
25,1018610,201306301940,1.52,588.75,[]
26,1018610,201306301930,1.52,588.75,[]
27,1018610,201306301920,1.52,588.75,[]
28,1018610,201306301910,1.52,588.75,[]
29,1018610,201306301900,1.52,588.75,[]
30,1018610,201306301850,1.52,588.75,[]
31,1018610,201306301840,1.52,588.75,[]
32,1018610,201306301830,1.52,588.75,[]
33,1018610,201306301820,1.52,588.75,[]
34,1018610,201306301810,1.52,588.75,[]
35,1018610,201306301800,1.52,588.75,[]
36,1018610,201306301750,1.52,588.75,[]
37,1018610,201306301740,1.52,588.75,[]
38,1018610,201306301730,1.52,588.75,[]
39,1018610,201306301720,1.52,588.75,[]
40,1018610,201306301710,1.52,588.75,[]
41,1018610,201306301700,1.52,588.75,[]
42,1018610,201306301650,1.52,588.75,[]
43,1018610,201306301640,1.52,588.75,[]
44,1018610,201306301630,1.52,588.75,[]
45,1018610,201306301620,1.52,588.75,[]
46,1018610,201306301610,1.52,588.75,[]
47,1018610,201306301600,1.52,588.75,[]
48,1018610,201306301550,1.52,588.75,[]
49,1018610,201306301540,1.52,588.75,[]
50,1018610,201306301530,1.52,588.75,[]
51,1018610,201306301520,1.52,588.75,[]
52,1018610,201306301510,1.52,588.75,[]
53,1018610,201306301500,1.52,588.75,[]
54,1018610,201306301450,1.52,588.75,[]
55,1018610,201306301440,1.52,588.75,[]
56,1018610,201306301430,1.52,588.75,[]
57,1018610,201306301420,1.52,588.75,[]
58,1018610,201306301410,1.52,588.75,[]
59,1018610,201306301400,1.52,588.75,[]
60,1018610,201306301350,1.52,588.75,[]
61,1018610,201306301340,1.52,588.75,[]
62,1018610,201306301330,1.52,588.75,[]
63,1018610,201306301320,1.52,588.75,[]
64,1018610,201306301310,1.51,577.54,[]
65,1018610,201306301300,1.51,577.54,[]
66,1018610,201306301250,1.51,577.54,[]
67,1018610,201306301240,1.51,577.54,[]
68,1018610,201306301230,1.50,566.42,[]
69,1018610,201306301220,1.49,555.38,[]
70,1018610,201306301210,1.48,544.41,[]
71,1018610,201306301200,1.46,522.73,[]
72,1018610,201306301150,1.44,501.37,[]
73,1018610,201306301140,1.41,469.96,[]
74,1018610,201306301130,1.36,419.29,[]
75,1018610,201306301120,1.32,380.32,[]
76,1018610,201306301110,1.29,352.01,[]
77,1018610,201306301100,1.28,342.76,[]
78,1018610,201306301050,1.27,333.60,[]
79,1018610,201306301040,1.25,315.55,[]
80,1018610,201306301030,1.23,297.87,[]
81,1018610,201306301020,1.19,263.67,[]
82,1018610,201306301010,1.15,231.03,[]
83,1018610,201306301000,1.11,200.00,[]
84,1018610,201306300950,1.06,163.60,[]
85,1018610,201306300940,1.05,156.65,[]
86,1018610,201306300930,1.05,156.65,[]
87,1018610,201306300920,1.05,156.65,[]
88,1018610,201306300910,1.05,156.65,[]
