,wlobscd,ymdhm,wl,fw,links
0,1018640,201708312350,1.29,709.36,[]
1,1018640,201708312340,1.28,732.18,[]
2,1018640,201708312330,1.27,722.97,[]
3,1018640,201708312320,1.27,691.02,[]
4,1018640,201708312310,1.27,695.01,[]
5,1018640,201708312300,1.27,571.19,[]
6,1018640,201708312250,1.26,562.26,[]
7,1018640,201708312240,1.25,585.20,[]
8,1018640,201708312230,1.24,536.53,[]
9,1018640,201708312220,1.23,535.63,[]
10,1018640,201708312210,1.22,534.73,[]
11,1018640,201708312200,1.20,548.72,[]
12,1018640,201708312150,1.19,555.68,[]
13,1018640,201708312140,1.17,561.65,[]
14,1018640,201708312130,1.16,513.65,[]
15,1018640,201708312120,1.15,485.37,[]
16,1018640,201708312110,1.15,481.46,[]
17,1018640,201708312100,1.15,481.46,[]
18,1018640,201708312050,1.15,481.46,[]
19,1018640,201708312040,1.15,497.11,[]
20,1018640,201708312030,1.15,485.37,[]
21,1018640,201708312020,1.15,497.11,[]
22,1018640,201708312010,1.15,497.11,[]
23,1018640,201708312000,1.15,497.11,[]
24,1018640,201708311950,1.16,513.65,[]
25,1018640,201708311940,1.16,513.65,[]
26,1018640,201708311930,1.16,513.65,[]
27,1018640,201708311920,1.16,497.96,[]
28,1018640,201708311910,1.16,478.36,[]
29,1018640,201708311900,1.16,490.12,[]
30,1018640,201708311850,1.16,513.65,[]
31,1018640,201708311840,1.16,509.72,[]
32,1018640,201708311830,1.16,513.65,[]
33,1018640,201708311820,1.16,497.96,[]
34,1018640,201708311810,1.16,494.04,[]
35,1018640,201708311800,1.16,490.12,[]
36,1018640,201708311750,1.16,525.41,[]
37,1018640,201708311740,1.16,529.33,[]
38,1018640,201708311730,1.16,513.65,[]
39,1018640,201708311720,1.16,497.96,[]
40,1018640,201708311710,1.16,513.65,[]
41,1018640,201708311700,1.16,545.01,[]
42,1018640,201708311650,1.16,560.70,[]
43,1018640,201708311640,1.17,565.58,[]
44,1018640,201708311630,1.18,558.67,[]
45,1018640,201708311620,1.18,570.47,[]
46,1018640,201708311610,1.18,617.68,[]
47,1018640,201708311600,1.19,693.61,[]
48,1018640,201708311550,1.19,697.55,[]
49,1018640,201708311540,1.19,689.67,[]
50,1018640,201708311530,1.19,685.73,[]
51,1018640,201708311520,1.20,698.73,[]
52,1018640,201708311510,1.20,714.52,[]
53,1018640,201708311500,1.20,706.63,[]
54,1018640,201708311450,1.20,714.52,[]
55,1018640,201708311440,1.20,746.10,[]
56,1018640,201708311430,1.20,805.32,[]
57,1018640,201708311420,1.21,818.54,[]
58,1018640,201708311410,1.21,830.40,[]
59,1018640,201708311400,1.21,834.36,[]
60,1018640,201708311350,1.22,839.73,[]
61,1018640,201708311340,1.22,823.88,[]
62,1018640,201708311330,1.23,853.04,[]
63,1018640,201708311320,1.24,834.61,[]
64,1018640,201708311310,1.25,836.01,[]
65,1018640,201708311300,1.27,866.77,[]
66,1018640,201708311250,1.28,908.22,[]
67,1018640,201708311240,1.28,952.24,[]
68,1018640,201708311230,1.28,996.25,[]
69,1018640,201708311220,1.26,1052.74,[]
70,1018640,201708311210,1.26,1064.70,[]
71,1018640,201708311200,1.26,1040.78,[]
72,1018640,201708311150,1.26,1028.81,[]
73,1018640,201708311140,1.26,1040.78,[]
74,1018640,201708311130,1.26,1032.80,[]
75,1018640,201708311120,1.26,1056.73,[]
76,1018640,201708311110,1.26,1064.70,[]
77,1018640,201708311100,1.26,1048.75,[]
78,1018640,201708311050,1.26,1024.83,[]
79,1018640,201708311040,1.26,1040.78,[]
80,1018640,201708311030,1.26,1044.76,[]
81,1018640,201708311020,1.26,1020.84,[]
82,1018640,201708311010,1.26,1048.75,[]
83,1018640,201708311000,1.26,1044.76,[]
84,1018640,201708310950,1.26,1048.75,[]
85,1018640,201708310940,1.26,1044.76,[]
86,1018640,201708310930,1.26,1052.74,[]
87,1018640,201708310920,1.26,1072.68,[]
88,1018640,201708310910,1.26,1044.76,[]
89,1018640,201708310900,1.26,1040.78,[]
90,1018640,201708310850,1.26,1056.73,[]
91,1018640,201708310840,1.26,1052.74,[]
92,1018640,201708310830,1.26,1056.73,[]
93,1018640,201708310820,1.26,1032.80,[]
94,1018640,201708310810,1.26,1048.75,[]
95,1018640,201708310800,1.26,1056.73,[]
96,1018640,201708310750,1.26,1048.75,[]
97,1018640,201708310740,1.26,1064.70,[]
98,1018640,201708310730,1.26,1056.73,[]
99,1018640,201708310720,1.26,1044.76,[]
100,1018640,201708310710,1.26,1044.76,[]
101,1018640,201708310700,1.26,1028.81,[]
102,1018640,201708310650,1.26,1056.73,[]
103,1018640,201708310640,1.26,1052.74,[]
104,1018640,201708310630,1.26,1032.80,[]
105,1018640,201708310620,1.26,1040.78,[]
106,1018640,201708310610,1.26,1040.78,[]
107,1018640,201708310600,1.26,1056.73,[]
108,1018640,201708310550,1.26,1056.73,[]
109,1018640,201708310540,1.26,1072.68,[]
110,1018640,201708310530,1.26,1052.74,[]
111,1018640,201708310520,1.26,1056.73,[]
112,1018640,201708310510,1.26,1048.75,[]
113,1018640,201708310500,1.26,1028.81,[]
114,1018640,201708310450,1.26,1028.81,[]
115,1018640,201708310440,1.26,1036.79,[]
116,1018640,201708310430,1.26,1040.78,[]
117,1018640,201708310420,1.26,1056.73,[]
118,1018640,201708310410,1.26,1032.80,[]
119,1018640,201708310400,1.26,1040.78,[]
120,1018640,201708310350,1.26,1032.80,[]
121,1018640,201708310340,1.26,1028.81,[]
122,1018640,201708310330,1.26,1040.78,[]
123,1018640,201708310320,1.26,1052.74,[]
124,1018640,201708310310,1.26,1036.79,[]
125,1018640,201708310300,1.26,1052.74,[]
126,1018640,201708310250,1.26,1068.69,[]
127,1018640,201708310240,1.26,1032.80,[]
128,1018640,201708310230,1.26,1020.84,[]
129,1018640,201708310220,1.26,1068.69,[]
130,1018640,201708310210,1.26,1032.80,[]
131,1018640,201708310200,1.26,1040.78,[]
132,1018640,201708310150,1.26,1028.81,[]
133,1018640,201708310140,1.26,1024.83,[]
134,1018640,201708310130,1.26,1020.84,[]
135,1018640,201708310120,1.26,1004.89,[]
136,1018640,201708310110,1.26,1028.81,[]
137,1018640,201708310100,1.26,1056.73,[]
138,1018640,201708310050,1.26,1028.81,[]
139,1018640,201708310040,1.26,1036.79,[]
140,1018640,201708310030,1.26,1024.83,[]
141,1018640,201708310020,1.26,1056.73,[]
142,1018640,201708310010,1.26,1024.83,[]
143,1018640,201708310000,1.26,1036.79,[]
144,1018640,201708302350,1.26,1040.78,[]
145,1018640,201708302340,1.26,1056.73,[]
146,1018640,201708302330,1.26,1036.79,[]
147,1018640,201708302320,1.26,1032.80,[]
148,1018640,201708302310,1.26,1040.78,[]
149,1018640,201708302300,1.26,1048.75,[]
150,1018640,201708302250,1.26,1040.78,[]
151,1018640,201708302240,1.26,1040.78,[]
152,1018640,201708302230,1.26,1024.83,[]
153,1018640,201708302220,1.26,1052.74,[]
154,1018640,201708302210,1.26,1044.76,[]
155,1018640,201708302200,1.26,1048.75,[]
156,1018640,201708302150,1.26,1052.74,[]
157,1018640,201708302140,1.26,1052.74,[]
158,1018640,201708302130,1.26,1068.69,[]
159,1018640,201708302120,1.26,1056.73,[]
160,1018640,201708302110,1.26,1056.73,[]
161,1018640,201708302100,1.26,1072.68,[]
162,1018640,201708302050,1.26,1044.76,[]
163,1018640,201708302040,1.26,1040.78,[]
164,1018640,201708302030,1.26,1052.74,[]
165,1018640,201708302020,1.26,1072.68,[]
166,1018640,201708302010,1.26,1064.70,[]
167,1018640,201708302000,1.26,1060.71,[]
168,1018640,201708301950,1.26,1040.78,[]
169,1018640,201708301940,1.25,1043.02,[]
170,1018640,201708301930,1.25,1043.02,[]
171,1018640,201708301920,1.25,1054.96,[]
172,1018640,201708301910,1.25,1062.92,[]
173,1018640,201708301900,1.25,1031.07,[]
174,1018640,201708301850,1.25,1039.04,[]
175,1018640,201708301840,1.25,1047.00,[]
176,1018640,201708301830,1.25,1023.11,[]
177,1018640,201708301820,1.25,1054.96,[]
178,1018640,201708301810,1.25,1050.98,[]
179,1018640,201708301800,1.25,1031.07,[]
180,1018640,201708301750,1.25,1027.09,[]
181,1018640,201708301740,1.25,1066.90,[]
182,1018640,201708301730,1.25,1047.00,[]
183,1018640,201708301720,1.25,1058.94,[]
184,1018640,201708301710,1.25,1031.07,[]
185,1018640,201708301700,1.25,1035.05,[]
186,1018640,201708301650,1.25,1054.96,[]
187,1018640,201708301640,1.25,1039.04,[]
188,1018640,201708301630,1.25,1023.11,[]
189,1018640,201708301620,1.25,1035.05,[]
190,1018640,201708301610,1.24,1045.24,[]
191,1018640,201708301600,1.24,1045.24,[]
192,1018640,201708301550,1.24,1033.32,[]
193,1018640,201708301540,1.24,1033.32,[]
194,1018640,201708301530,1.24,1033.32,[]
195,1018640,201708301520,1.23,1007.78,[]
196,1018640,201708301510,1.23,999.85,[]
197,1018640,201708301500,1.23,1015.72,[]
198,1018640,201708301450,1.23,1015.72,[]
199,1018640,201708301440,1.23,1031.59,[]
200,1018640,201708301430,1.23,1035.55,[]
201,1018640,201708301420,1.22,1105.11,[]
202,1018640,201708301410,1.22,1120.95,[]
203,1018640,201708301400,1.23,1099.04,[]
204,1018640,201708301350,1.23,1087.13,[]
205,1018640,201708301340,1.23,1134.75,[]
206,1018640,201708301330,1.23,1134.75,[]
207,1018640,201708301320,1.24,1108.83,[]
208,1018640,201708301310,1.24,1144.60,[]
209,1018640,201708301300,1.24,1144.60,[]
210,1018640,201708301250,1.25,1138.56,[]
211,1018640,201708301240,1.25,1138.56,[]
212,1018640,201708301230,1.26,1148.44,[]
213,1018640,201708301220,1.26,1156.42,[]
214,1018640,201708301210,1.27,1162.35,[]
215,1018640,201708301200,1.27,1166.34,[]
216,1018640,201708301150,1.29,1186.27,[]
217,1018640,201708301140,1.29,1230.35,[]
218,1018640,201708301130,1.29,1310.50,[]
219,1018640,201708301120,1.30,1320.71,[]
220,1018640,201708301110,1.31,1347.04,[]
221,1018640,201708301100,1.33,1347.47,[]
222,1018640,201708301050,1.35,1376.21,[]
223,1018640,201708301040,1.36,1382.54,[]
224,1018640,201708301030,1.38,1423.70,[]
225,1018640,201708301020,1.40,1477.35,[]
226,1018640,201708301010,1.41,1545.17,[]
227,1018640,201708301000,1.41,1524.73,[]
228,1018640,201708300950,1.41,1553.35,[]
229,1018640,201708300940,1.41,1541.08,[]
230,1018640,201708300930,1.41,1528.82,[]
231,1018640,201708300920,1.41,1557.43,[]
232,1018640,201708300910,1.41,1561.52,[]
233,1018640,201708300900,1.41,1520.64,[]
234,1018640,201708300850,1.41,1557.43,[]
235,1018640,201708300840,1.41,1549.26,[]
236,1018640,201708300830,1.41,1553.35,[]
237,1018640,201708300820,1.41,1520.64,[]
238,1018640,201708300810,1.41,1524.73,[]
239,1018640,201708300800,1.41,1561.52,[]
240,1018640,201708300750,1.41,1545.17,[]
241,1018640,201708300740,1.41,1577.87,[]
242,1018640,201708300730,1.41,1516.56,[]
243,1018640,201708300720,1.41,1532.91,[]
244,1018640,201708300710,1.41,1536.99,[]
245,1018640,201708300700,1.41,1524.73,[]
246,1018640,201708300650,1.41,1553.35,[]
247,1018640,201708300640,1.41,1528.82,[]
248,1018640,201708300630,1.41,1528.82,[]
249,1018640,201708300620,1.41,1524.73,[]
250,1018640,201708300610,1.41,1516.56,[]
251,1018640,201708300600,1.41,1545.17,[]
252,1018640,201708300550,1.41,1508.38,[]
253,1018640,201708300540,1.41,1520.64,[]
254,1018640,201708300530,1.41,1545.17,[]
255,1018640,201708300520,1.41,1532.91,[]
256,1018640,201708300510,1.41,1532.91,[]
257,1018640,201708300500,1.41,1545.17,[]
258,1018640,201708300450,1.41,1545.17,[]
259,1018640,201708300440,1.41,1565.61,[]
260,1018640,201708300430,1.41,1504.29,[]
261,1018640,201708300420,1.41,1557.43,[]
262,1018640,201708300410,1.41,1532.91,[]
263,1018640,201708300400,1.40,1497.75,[]
264,1018640,201708300350,1.40,1526.32,[]
265,1018640,201708300340,1.40,1530.40,[]
266,1018640,201708300330,1.40,1530.40,[]
267,1018640,201708300320,1.40,1538.56,[]
