,wlobscd,ymdhm,wl,fw,links
0,1018640,201707312350,1.45,2262.95,[]
1,1018640,201707312340,1.45,2304.10,[]
2,1018640,201707312330,1.46,2316.08,[]
3,1018640,201707312320,1.47,2340.47,[]
4,1018640,201707312310,1.48,2373.20,[]
5,1018640,201707312300,1.49,2368.75,[]
6,1018640,201707312250,1.50,2426.50,[]
7,1018640,201707312240,1.50,2467.98,[]
8,1018640,201707312230,1.49,2464.00,[]
9,1018640,201707312220,1.49,2439.16,[]
10,1018640,201707312210,1.48,2373.20,[]
11,1018640,201707312200,1.47,2410.65,[]
12,1018640,201707312150,1.46,2402.62,[]
13,1018640,201707312140,1.46,2369.66,[]
14,1018640,201707312130,1.44,2374.30,[]
15,1018640,201707312120,1.44,2357.87,[]
16,1018640,201707312110,1.42,2309.25,[]
17,1018640,201707312100,1.41,2313.67,[]
18,1018640,201707312050,1.40,2273.16,[]
19,1018640,201707312040,1.38,2281.99,[]
20,1018640,201707312030,1.36,2238.01,[]
21,1018640,201707312020,1.35,2177.66,[]
22,1018640,201707312010,1.32,2154.80,[]
23,1018640,201707312000,1.29,2059.94,[]
24,1018640,201707311950,1.30,1798.42,[]
25,1018640,201707311940,1.28,1752.43,[]
26,1018640,201707311930,1.26,1738.62,[]
27,1018640,201707311920,1.26,1662.85,[]
28,1018640,201707311910,1.28,1460.36,[]
29,1018640,201707311900,1.28,1352.33,[]
30,1018640,201707311850,1.24,1335.37,[]
31,1018640,201707311840,1.21,1304.92,[]
32,1018640,201707311830,1.19,1225.64,[]
33,1018640,201707311820,1.15,1076.43,[]
34,1018640,201707311810,1.15,1080.34,[]
35,1018640,201707311800,1.15,1068.60,[]
36,1018640,201707311750,1.15,1060.77,[]
37,1018640,201707311740,1.16,1066.50,[]
38,1018640,201707311730,1.17,1103.66,[]
39,1018640,201707311720,1.17,1095.81,[]
40,1018640,201707311710,1.17,1072.24,[]
41,1018640,201707311700,1.18,1081.93,[]
42,1018640,201707311650,1.18,1081.93,[]
43,1018640,201707311640,1.19,1083.76,[]
44,1018640,201707311630,1.19,1091.65,[]
45,1018640,201707311620,1.20,1061.91,[]
46,1018640,201707311610,1.21,1079.52,[]
47,1018640,201707311600,1.22,1113.03,[]
48,1018640,201707311550,1.22,1132.84,[]
49,1018640,201707311540,1.23,1202.19,[]
50,1018640,201707311530,1.24,1239.98,[]
51,1018640,201707311520,1.25,1254.01,[]
52,1018640,201707311510,1.26,1264.09,[]
53,1018640,201707311500,1.27,1282.18,[]
54,1018640,201707311450,1.28,1284.32,[]
55,1018640,201707311440,1.29,1310.50,[]
56,1018640,201707311430,1.30,1352.83,[]
57,1018640,201707311420,1.31,1359.10,[]
58,1018640,201707311410,1.31,1387.25,[]
59,1018640,201707311400,1.31,1367.14,[]
60,1018640,201707311350,1.32,1321.08,[]
61,1018640,201707311340,1.31,1278.68,[]
62,1018640,201707311330,1.31,1294.76,[]
